S_UNNR	N_LFDNR	S_VORSILBE	S_NAME	S_SPEZIFIKATION	S_KLASSE	S_KLASSIFIZIERUNGSCODE	S_VP_GRUPPE	S_KENN1	S_KENN2	S_KENN3	S_KENN4	S_SV1	S_SV2	S_SV3	S_SV4	S_SV5	S_SV6	S_SV7	S_SV8	S_SV9	SV_10	SV_11	S_BEGRENZTE_MENGEN	S_FREIGEST_MENGEN	S_VERPACKUNGSANW1	S_VERPACKUNGSANW2	S_VERPACKUNGSANW3	S_VERPACKUNGSANW4	S_VERPACKUNGSANW5	S_VERPACKUNGSANW6	S_VERPACKUNGSANW7	S_VERPACKUNGSANW8	S_VERPACKUNGSANW9	S_SV_VP1	S_SV_VP2	S_SV_VP3	S_SV_VP4	S_SV_VP5	S_ZUSAMMENPACKUNG1	S_ZUSAMMENPACKUNG2	S_UN_TANK1	S_UN_TANK2	S_UN_TANK3	S_UN_TANK4	S_SV_UNTANK1	S_SV_UNTANK2	S_SV_UNTANK3	S_SV_UNTANK4	S_TANK_CODE1	S_TANK_CODE2	S_SV_TANK1	S_SV_TANK2	S_SV_TANK3	S_SV_TANK4	S_SV_TANK5	S_SV_TANK6	S_SV_TANK7	S_SV_TANK8	S_TANKFAHRZEUG	S_BEFOERDERUNGSKATEGORIE	S_TUNNEL_CODE	S_SV_VERSANDSTUECKE1	S_SV_VERSANDSTUECKE2	S_SV_VERSANDSTUECKE3	S_SV_LOSE_SCHUETTUNG1	S_SV_LOSE_SCHUETTUNG2	S_SV_LOSE_SCHUETTUNG3	S_SV_LOSE_SCHUETTUNG4	S_SV_LOSE_SCHUETTUNG5	S_SV_HANDHABUNG1	S_SV_HANDHABUNG2	S_SV_HANDHABUNG3	S_SV_HANDHABUNG4	S_SV_HANDHABUNG5	S_BETRIEB1	S_BETRIEB2	S_BETRIEB3	S_BETRIEB4	S_GEFAHRNR	S_VORSILBE_E	S_NAME_E	S_SPEZIFIKATION_E	S_VORSILBE_FR	S_NAME_FR	S_SPEZIFIKATION_FR	S_BEMERKUNG	N_MULTIPLIKATOR	N_ERGAENZ_TECH	S_VERTRAEGL_GR	N_VERBOT	N_UNNR	N_SICHERUNG	S_MENGE_SICHERUNG_TANK	S_MENGE_SICHERUNG_LS	S_MENGE_SICHERUNG_VP	S_KENNZ_N
0105	2		SICHERHEITSZÜNDSCHNUR		1	1.4S		1.4															0	E0	P140									PP73					MP23																					4	E									CV1	CV2	CV3			S1									MÈCHE DE MINEUR (CORDEAU BICKFORD)		Kein englisches Pendant zur deutschen und französischen Bezeichnung vorhanden.	0	0	S	1	105	0				
0106	1		ZÜNDER, SPRENGKRÄFTIG		1	1.1B		1															0	E0	P141														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						FUZES, DETONATING			FUSÉES-DÉTONATEURS			50	0	B	1	106	1	a)	a)	0	
0107	1		ZÜNDER, SPRENGKRÄFTIG		1	1.2B		1															0	E0	P141														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						FUZES, DETONATING			FUSÉES-DÉTONATEURS			50	0	B	1	107	1	a)	a)	0	
0110	1		GRANATEN, ÜBUNG	Hand oder Gewehr	1	1.4S		1.4															0	E0	P141														MP23																					4	E									CV1	CV2	CV3			S1						GRENADES, PRACTICE	hand or rifle		GRENADES D'EXERCICE	à main ou à fusil		0	0	S	1	110	0				
0113	1		GUANYLNITROSAMINOGUANYLIDENHYDRAZIN, ANGEFEUCHTET	mit mindestens 30 Masse-% Wasser	1	1.1A		1				266											0	E0	P110b									PP42					MP20																					0	B	V2								CV1	CV2	CV3			S1						GUANYLNITROSAMINOGUANYLIDENE HYDRAZINE, WETTED	with not less than 30 % water, by mass		GUANYL NITROSAMINOGUANYLIDÈNE HYDRAZINE HUMIDIFIÉE	avec au moins 30 % (masse) d'eau			0	A	1	113	1	a)	a)	0	
0114	1		GUANYLNITROSAMINOGUANYLTETRAZEN, ANGEFEUCHTET	mit mindestens 30 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1A		1				266											0	E0	P110b									PP42					MP20																					0	B	V2								CV1	CV2	CV3			S1						GUANYLNITROSAMINOGUANYLTETRAZENE, WETTED	with not less than 30 % water, or mixture of alcohol and water, by mass		GUANYL NITROSAMINOGUANYLTÉTRAZÈNE HUMIDIFIÉ	avec au moins 30 % (masse) d'eau ou d'un mélange d'alcool et d'eau			0	A	1	114	1	a)	a)	0	
0114	2		TETRACEN, ANGEFEUCHTET	mit mindestens 30 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1A		1				266											0	E0	P110b									PP42					MP20																					0	B	V2								CV1	CV2	CV3			S1						TETRAZENE, WETTED	with not less than 30 % water, or mixture of alcohol and water, by mass		TÉTRAZÈNE HUMIDIFIÉ	avec au moins 30 % (masse) d'eau ou d'un mélange d'alcool et d'eau			0	A	1	114	1	a)	a)	0	
0118	1		HEXOLIT	trocken	1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOLITE	dry		HEXOLITE	sèche		50	0	D	1	118	1	a)	a)	0	
0118	2		HEXOTOL	trocken	1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOTOL	dry		HEXOTOL	sèche		50	0	D	1	118	1	a)	a)	0	
0118	3		HEXOLIT	angefeuchtet mit weniger als 15 Masse-% Wasser	1	1.1D		1															0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOLITE	wetted with less than 15 % water, by mass		HEXOLITE	humidifiée avec moins de 15 % (masse) d'eau		50	0	D	1	118	1	a)	a)	0	
0118	4		HEXOTOL	angefeuchtet mit weniger als 15 Masse-% Wasser	1	1.1D		1															0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						HEXOTOL	wetted with less than 15 % water, by mass		HEXOTOL	humidifiée avec moins de 15 % (masse) d'eau		50	0	D	1	118	1	a)	a)	0	
0121	1		ANZÜNDER		1	1.1G		1															0	E0	P142														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						IGNITERS			INFLAMMATEURS			50	0	G	1	121	1	a)	a)	0	
0121	2				1	1.1G		1															0	E0	P142														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1									ALLUMEURS		Kein deutsches oder englisches Pendant zur französischen Bezeichnung vorhanden.	50	0	G	1	121	1	a)	a)	0	
0124	1		PERFORATIONSHOHLLADUNGSTRÄGER, GELADEN	für Erdölbohrlöcher, ohne Zündmittel	1	1.1D		1															0	E0	P101														MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						JET PERFORATING GUNS, CHARGED	oil well, without detonator		PERFORATEURS À CHARGE CREUSE	pour puits de pétrole, sans détonateur		50	0	D	1	124	1	a)	a)	0	
0129	1		BLEIAZID, ANGEFEUCHTET	mit mindestens 20 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1A		1				266											0	E0	P110b									PP42					MP20																					0	B	V2								CV1	CV2	CV3			S1						LEAD AZIDE, WETTED	with not less than 20 % water, or mixture of alcohol and water, by mass		AZOTURE DE PLOMB HUMIDIFIÉ	avec au moins 20 % (masse) d'eau ou d'un mélange d'alcool et d'eau			0	A	1	129	1	a)	a)	0	+
0130	1		BLEISTYPHNAT, ANGEFEUCHTET	mit mindestens 20 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1A		1				266											0	E0	P110b									PP42					MP20																					0	B	V2								CV1	CV2	CV3			S1						LEAD STYPHNATE, WETTED	with not less than 20 % water, or mixture of alcohol and water, by mass		STYPHNATE DE PLOMB HUMIDIFIÉ	avec au moins 20 % (masse) d'eau ou d'un mélange d'alcool et d'eau			0	A	1	130	1	a)	a)	0	+
0130	2		BLEITRINITRORESORCINAT, ANGEFEUCHTET	mit mindestens 20 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1A		1				266											0	E0	P110b									PP42					MP20																					0	B	V2								CV1	CV2	CV3			S1						LEAD TRINITRORESORCINATE, WETTED	with not less than 20 % water, or mixture of alcohol and water, by mass		TRINITRORÉSORCINATE DE PLOMB HUMIDIFIÉ	avec au moins 20 % (masse) d'eau ou d'un mélange d'alcool et d'eau			0	A	1	130	1	a)	a)	0	+
0131	1		ANZÜNDER, ANZÜNDSCHNUR		1	1.4S		1.4															0	E0	P142														MP23																					4	E									CV1	CV2	CV3			S1						LIGHTERS, FUSE			ALLUMEURS POUR MÈCHE DE MINEUR			0	0	S	1	131	0				
0132	1		DEFLAGRIERENDE METALLSALZE AROMATISCHER NITROVERBINDUNGEN, N.A.G.		1	1.3C		1				274											0	E0	P114a	P114b								PP26					MP2																					1	C5000D	V2	V3							CV1	CV2	CV3			S1						DEFLAGRATING METAL SALTS OF AROMATIC NITRODERIVATIVES, N.O.S.			SELS MÉTALLIQUES DÉFLAGRANTS DE DÉRIVÉS NITRÉS AROMATIQUES, N.S.A.			50	1	C	1	132	1	a)	a)	0	
0133	1		MANNITOLHEXANITRAT, ANGEFEUCHTET	mit mindestens 40 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2								CV1	CV2	CV3			S1						MANNITOL HEXANITRATE, WETTED	with not less than 40 % water, or mixture of alcohol and water, by mass		HEXANITRATE DE MANNITOL, HUMIDIFIÉ	avec au moins 40 % (masse) d'eau ou d'un mélange d'alcool et d'eau		50	0	D	1	133	1	a)	a)	0	-
0133	2		NITROMANNITOL, ANGEFEUCHTET	mit mindestens 40 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2								CV1	CV2	CV3			S1						NITROMANNITE, WETTED	with not less than 40 % water, or mixture of alcohol and water, by mass		NITROMANNITE, HUMIDIFIÉ	avec au moins 40 % (masse) d'eau ou d'un mélange d'alcool et d'eau		50	0	D	1	133	1	a)	a)	0	-
0135	1		QUECKSILBERFULMINAT, ANGEFEUCHTET	mit mindestens 20 Masse-% Wasser oder einer Alkohol/Wasser-Mischung	1	1.1A		1				266											0	E0	P110b									PP42					MP20																					0	B	V2								CV1	CV2	CV3			S1						MERCURY FULMINATE, WETTED	with not less than 20 % water, or mixture of alcohol and water, by mass		FULMINATE DE MERCURE HUMIDIFIÉ	avec au moins 20 % (masse) d'eau (ou d'un mélange d'alcool et d'eau)			0	A	1	135	1	a)	a)	0	+
0136	1		MINEN	mit Sprengladung	1	1.1F		1															0	E0	P130	LP101													MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						MINES	with bursting charge		MINES	avec charge d'éclatement		50	0	F	1	136	1	a)	a)	0	
0137	1		MINEN	mit Sprengladung	1	1.1D		1															0	E0	P130	LP101								PP67	L1				MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						MINES	with bursting charge		MINES	avec charge d'éclatement		50	0	D	1	137	1	a)	a)	0	
0138	1		MINEN	mit Sprengladung	1	1.2D		1															0	E0	P130	LP101								PP67	L1				MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						MINES	with bursting charge		MINES	avec charge d'éclatement		50	0	D	1	138	1	a)	a)	0	
0143	1		NITROGLYCERIN, DESENSIBILISIERT	mit mindestens 40 Masse-% nicht flüchtigem, wasserunlöslichem Phlegmatisierungsmittel	1	1.1D		1	(6.1)			266	271										0	E0	P115									PP53	PP54	PP57	PP58		MP20																					1	B1000C	V2								CV1	CV2	CV3	CV28		S1						NITROGLYCERIN, DESENSITIZED	with not less than 40 % non-volatile water-insoluble phlegmatizer, by mass		NITROGLYCÉRINE DÉSENSIBILISÉE	avec au moins 40 % (masse) de flegmatisant non volatil insoluble dans l'eau	Ob ein Nebengefahrzettel nach Muster 6.1 erforderlich ist, ist vom Anteil des Phlegmatisierungsmittels abhängig (siehe Sondervorschrift 271). Wenn kein Nebengefahrzettel nach Muster 1 erforderlich ist, muss auch die Sondervorschrift CV28 in Spalte (18) nicht beachtet werden.	50	0	D	1	143	1	a)	a)	0	E
0144	1		NITROGLYCERIN, LÖSUNG IN ALKOHOL	mit mehr als 1 %, aber nicht mehr als 10 % Nitroglycerin	1	1.1D		1				358											0	E0	P115									PP45	PP55	PP56	PP59	PP60	MP20																					1	B1000C	V2								CV1	CV2	CV3			S1						NITROGLYCERIN SOLUTION IN ALCOHOL	with more than 1 % but not more than 10 % nitroglycerin		NITROGLYCÉRINE EN SOLUTION ALCOOLIQUE	avec plus de 1 % mais au maximum 10 % de nitroglycérine		50	0	D	1	144	1	a)	a)	0	E
0146	1		NITROSTÄRKE	trocken	1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						NITROSTARCH	dry		NITROAMIDON	sec		50	0	D	1	146	1	a)	a)	0	
0146	2		NITROSTÄRKE	angefeuchtet mit weniger als 20 Masse-% Wasser	1	1.1D		1															0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						NITROSTARCH	wetted with less than 20 % water, by mass		NITROAMIDON	humidifié avec moins de 20 % (masse) d'eau		50	0	D	1	146	1	a)	a)	0	
0147	1		NITROHARNSTOFF		1	1.1D		1															0	E0	P112b														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						NITRO UREA			NITRO-URÉE			50	0	D	1	147	1	a)	a)	0	
0150	1		PENTAERYTHRITTETRANITRAT, ANGEFEUCHTET	mit mindestens 25 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PENTAERYTHRITE TETRANITRATE, WETTED	with not less than 25 % water, by mass		TÉTRANITRATE DE PENTAÉRYTHRITE, HUMIDIFIÉ	avec au moins 25 % (masse) d'eau		50	0	D	1	150	1	a)	a)	0	-
0150	2		PENTAERYTHRITOLTETRANITRAT, ANGEFEUCHTET	mit mindestens 25 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PENTAERYTHRITOL TETRANITRATE, WETTED	with not less than 25 % water, by mass		TÉTRANITRATE DE PENTAÉRYTHRITOL, HUMIDIFIÉ	avec au moins 25 % (masse) d'eau		50	0	D	1	150	1	a)	a)	0	-
0150	3		PETN, ANGEFEUCHTET	mit mindestens 25 Masse-% Wasser	1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PETN, WETTED	with not less than 25 % water, by mass		PETN, HUMIDIFIÉ	avec au moins 25 % (masse) d'eau		50	0	D	1	150	1	a)	a)	0	-
0150	4		PENTAERYTHRITTETRANITRAT, DESENSIBILISIERT	mit mindestens 15 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PENTAERYTHRITE TETRANITRATE, DESENSITIZED	with not less than 15 % phlegmatizer, by mass		TÉTRANITRATE DE PENTAÉRYTHRITE, DÉSENSIBILISÉ	avec au moins 15 % (masse) de flegmatisant		50	0	D	1	150	1	a)	a)	0	-
0150	5		PENTAERYTHRITOLTETRANITRAT, DESENSIBILISIERT	mit mindestens 15 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PENTAERYTHRITOL TETRANITRATE, DESENSITIZED	with not less than 15 % phlegmatizer, by mass		TÉTRANITRATE DE PENTAÉRYTHRITOL, DÉSENSIBILISÉ	avec au moins 15 % (masse) de flegmatisant		50	0	D	1	150	1	a)	a)	0	-
0150	6		PETN, DESENSIBILISIERT	mit mindestens 15 Masse-% Phlegmatisierungsmittel	1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PETN, DESENSITIZED	with not less than 15 % phlegmatizer, by mass		PETN, DÉSENSIBILISÉ	avec au moins 15 % (masse) de flegmatisant		50	0	D	1	150	1	a)	a)	0	-
0150	7				1	1.1D		1				266											0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1									PENTHRITE, HUMIDIFIÉ	avec au moins 25 % (masse) d'eau	Kein deutsches oder englisches Pendant zur französischen Bezeichnung vorhanden.	50	0	D	1	150	1	a)	a)	0	-
0150	8				1	1.1D		1				266											0	E0	P112a	P112b													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1									PENTHRITE, DÉSENSIBILISÉ	avec au moins 15 % (masse) de flegmatisant	Kein deutsches oder englisches Pendant zur französischen Bezeichnung vorhanden.	50	0	D	1	150	1	a)	a)	0	-
0151	1		PENTOLIT	trocken	1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PENTOLITE	dry		PENTOLITE	sèche		50	0	D	1	151	1	a)	a)	0	
0151	2		PENTOLIT	angefeuchtet mit weniger als 15 Masse-% Wasser	1	1.1D		1															0	E0	P112a														MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PENTOLITE	wetted with less than 15 % water, by mass		PENTOLITE	humidifiée avec moins de 15 % (masse) d'eau		50	0	D	1	151	1	a)	a)	0	
0153	1		TRINITROANILIN		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRINITROANILINE			TRINITRANILINE			50	0	D	1	153	1	a)	a)	0	
0153	2		PIKRAMID		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PICRAMIDE			PICRAMIDE			50	0	D	1	153	1	a)	a)	0	
0154	1		TRINITROPHENOL	trocken	1	1.1D		1															0	E0	P112b	P112c								PP26					MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRINITROPHENOL	dry		TRINITROPHÉNOL	sec		50	0	D	1	154	1	a)	a)	0	-
0154	2		PIKRINSÄURE	trocken	1	1.1D		1															0	E0	P112b	P112c								PP26					MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PICRIC ACID	dry		ACIDE PICRIQUE	sec		50	0	D	1	154	1	a)	a)	0	-
0154	3		TRINITROPHENOL	angefeuchtet mit weniger als 30 Masse-% Wasser	1	1.1D		1															0	E0	P112a									PP26					MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRINITROPHENOL	wetted with less than 30 % water, by mass		TRINITROPHÉNOL	humidifié avec moins de 30 % (masse) d'eau		50	0	D	1	154	1	a)	a)	0	-
0154	4		PIKRINSÄURE	angefeuchtet mit weniger als 30 Masse-% Wasser	1	1.1D		1															0	E0	P112a									PP26					MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PICRIC ACID	wetted with less than 30 % water, by mass		ACIDE PICRIQUE	humidifié avec moins de 30 % (masse) d'eau		50	0	D	1	154	1	a)	a)	0	-
0155	1		TRINITROCHLORBENZEN		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						TRINITROCHLOROBENZENE			TRINITROCHLOROBENZÈNE			50	0	D	1	155	1	a)	a)	0	+
0155	2		PIKRYLCHLORID		1	1.1D		1															0	E0	P112b	P112c													MP20																					1	B1000C	V2	V3							CV1	CV2	CV3			S1						PICRYL CHLORIDE			CHLORURE DE PICRYLE			50	0	D	1	155	1	a)	a)	0	+
0159	1		PULVERROHMASSE, ANGEFEUCHTET	mit mindestens 25 Masse-% Wasser	1	1.3C		1				266											0	E0	P111									PP43					MP20																					1	C5000D	V2								CV1	CV2	CV3			S1						POWDER CAKE, WETTED	with not less than 25 % water, by mass		GALETTE HUMIDIFIÉE	avec au moins 25 % (masse) d'eau		50	0	C	1	159	1	a)	a)	0	
0159	2				1	1.3C		1				266											0	E0	P111									PP43					MP20																					1	C5000D	V2								CV1	CV2	CV3			S1						POWDER PASTE, WETTED	with not less than 25 % water, by mass				Kein deutsches oder französisches Pendant zur englischen Bezeichnung vorhanden.	50	0	C	1	159	1	a)	a)	0	
0160	1		TREIBLADUNGSPULVER		1	1.1C		1															0	E0	P114b									PP50	PP52				MP20	MP24																				1	B1000C	V2	V3							CV1	CV2	CV3			S1						POWDER, SMOKELESS			POUDRE SANS FUMÉE			50	0	C	1	160	1	a)	a)	0	
0161	1		TREIBLADUNGSPULVER		1	1.3C		1															0	E0	P114b									PP50	PP52				MP20	MP24																				1	C5000D	V2	V3							CV1	CV2	CV3			S1						POWDER, SMOKELESS			POUDRE SANS FUMÉE			50	0	C	1	161	1	a)	a)	0	
0167	1		GESCHOSSE	mit Sprengladung	1	1.1F		1															0	E0	P130	LP101													MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						PROJECTILES	with bursting charge		PROJECTILES	avec charge d'éclatement		50	0	F	1	167	1	a)	a)	0	
0168	1		GESCHOSSE	mit Sprengladung	1	1.1D		1															0	E0	P130	LP101								PP67	L1				MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						PROJECTILES	with bursting charge		PROJECTILES	avec charge d'éclatement		50	0	D	1	168	1	a)	a)	0	
0169	1		GESCHOSSE	mit Sprengladung	1	1.2D		1															0	E0	P130	LP101								PP67	L1				MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						PROJECTILES	with bursting charge		PROJECTILES	avec charge d'éclatement		50	0	D	1	169	1	a)	a)	0	
0171	1		MUNITION, LEUCHT	mit oder ohne Zerleger, Ausstoß- oder Treibladung	1	1.2G		1															0	E0	P130	LP101								PP67	L1				MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						AMMUNITION, ILLUMINATING	with or without burster, expelling charge or propelling charge		MUNITIONS ÉCLAIRANTES	avec ou sans charge de dispersion, charge d'expulsion ou charge propulsive		50	0	G	1	171	1	a)	a)	0	
0173	1		AUSLÖSEVORRICHTUNGEN MIT EXPLOSIVSTOFF		1	1.4S		1.4															0	E0	P134	LP102													MP23																					4	E									CV1	CV2	CV3			S1						RELEASE DEVICES, EXPLOSIVE			ATTACHES PYROTECHNIQUES EXPLOSIVES			0	0	S	1	173	0				
0174	1		SPRENGNIETE		1	1.4S		1.4															0	E0	P134	LP102													MP23																					4	E									CV1	CV2	CV3			S1						RIVETS, EXPLOSIVE			RIVETS EXPLOSIFS			0	0	S	1	174	0				
0180	1		RAKETEN	mit Sprengladung	1	1.1F		1															0	E0	P130	LP101													MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						ROCKETS	with bursting charge		ENGINS AUTOPROPULSÉS	avec charge d'éclatement		50	0	F	1	180	1	a)	a)	0	
0181	1		RAKETEN	mit Sprengladung	1	1.1E		1															0	E0	P130	LP101								PP67	L1				MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						ROCKETS	with bursting charge		ENGINS AUTOPROPULSÉS	avec charge d'éclatement		50	0	E	1	181	1	a)	a)	0	
0182	1		RAKETEN	mit Sprengladung	1	1.2E		1															0	E0	P130	LP101								PP67	L1				MP21																					1	B1000C	V2								CV1	CV2	CV3			S1						ROCKETS	with bursting charge		ENGINS AUTOPROPULSÉS	avec charge d'éclatement		50	0	E	1	182	1	a)	a)	0	
0183	1		RAKETEN	mit inertem Kopf	1	1.3C		1															0	E0	P130	LP101								PP67	L1				MP22																					1	C5000D	V2								CV1	CV2	CV3			S1						ROCKETS	with inert head		ENGINS AUTOPROPULSÉS	à tête inerte		50	0	C	1	183	1	a)	a)	0	
0186	1		RAKETENMOTOREN		1	1.3C		1															0	E0	P130	LP101								PP67	L1				MP22	MP24																				1	C5000D	V2								CV1	CV2	CV3			S1						ROCKET MOTORS			PROPULSEURS			50	0	C	1	186	1	a)	a)	0	
0190	1		EXPLOSIVSTOFF, MUSTER	außer Initialsprengstoff	1							16	274										0	E0	P101														MP2																					0	E	V2								CV1	CV2	CV3			S1						SAMPLES, EXPLOSIVE	other than initiating explosive		ÉCHANTILLONS D'EXPLOSIFS	autres que des explosifs d'amorçage			1		1	190	0				
0191	1		SIGNALKÖRPER, HAND		1	1.4G		1.4															0	E0	P135														MP23	MP24																				2	E	V2								CV1	CV2	CV3			S1						SIGNAL DEVICES, HAND			ARTIFICES DE SIGNALISATION À MAIN			3	0	G	1	191	0				
0192	1		KNALLKAPSELN, EISENBAHN		1	1.1G		1															0	E0	P135														MP23																					1	B1000C	V2								CV1	CV2	CV3			S1						SIGNALS, RAILWAY TRACK, EXPLOSIVE			PÉTARDS DE CHEMIN DE FER			50	0	G	1	192	1	a)	a)	0	
0193	1		KNALLKAPSELN, EISENBAHN		1	1.4S		1.4															0	E0	P135														MP23																					4	E									CV1	CV2	CV3			S1						SIGNALS, RAILWAY TRACK, EXPLOSIVE			PÉTARDS DE CHEMIN DE FER			0	0	S	1	193	0				
0194	1		SIGNALKÖRPER, SEENOT		1	1.1G		1															0	E0	P135														MP23	MP24																				1	B1000C	V2								CV1	CV2	CV3			S1						SIGNALS, DISTRESS	ship		SIGNAUX DE DÉTRESSE	de navires		50	0	G	1	194	1	a)	a)	0	
0195	1		SIGNALKÖRPER, SEENOT		1	1.3G		1															0	E0	P135														MP23	MP24																				1	C5000D	V2								CV1	CV2	CV3			S1						SIGNALS, DISTRESS	ship		SIGNAUX DE DÉTRESSE	de navires		50	0	G	1	195	0				
