S_UNNR	N_LFDNR	S_VORSILBE	S_NAME	S_SPEZIFIKATION	S_KLASSE	S_KLASSIFIZIERUNGSCODE	S_VP_GRUPPE	S_KENN1	S_KENN2	S_KENN3	S_KENN4	S_SV1	S_SV2	S_SV3	S_SV4	S_SV5	S_SV6	S_SV7	S_SV8	S_SV9	SV_10	SV_11	S_BEGRENZTE_MENGEN	S_FREIGEST_MENGEN	S_VERPACKUNGSANW1	S_VERPACKUNGSANW2	S_VERPACKUNGSANW3	S_VERPACKUNGSANW4	S_VERPACKUNGSANW5	S_VERPACKUNGSANW6	S_VERPACKUNGSANW7	S_VERPACKUNGSANW8	S_VERPACKUNGSANW9	S_SV_VP1	S_SV_VP2	S_SV_VP3	S_SV_VP4	S_SV_VP5	S_ZUSAMMENPACKUNG1	S_ZUSAMMENPACKUNG2	S_UN_TANK1	S_UN_TANK2	S_UN_TANK3	S_UN_TANK4	S_SV_UNTANK1	S_SV_UNTANK2	S_SV_UNTANK3	S_SV_UNTANK4	S_TANK_CODE1	S_TANK_CODE2	S_SV_TANK1	S_SV_TANK2	S_SV_TANK3	S_SV_TANK4	S_SV_TANK5	S_SV_TANK6	S_SV_TANK7	S_SV_TANK8	S_TANKFAHRZEUG	S_BEFOERDERUNGSKATEGORIE	S_TUNNEL_CODE	S_SV_VERSANDSTUECKE1	S_SV_VERSANDSTUECKE2	S_SV_VERSANDSTUECKE3	S_SV_LOSE_SCHUETTUNG1	S_SV_LOSE_SCHUETTUNG2	S_SV_LOSE_SCHUETTUNG3	S_SV_LOSE_SCHUETTUNG4	S_SV_LOSE_SCHUETTUNG5	S_SV_HANDHABUNG1	S_SV_HANDHABUNG2	S_SV_HANDHABUNG3	S_SV_HANDHABUNG4	S_SV_HANDHABUNG5	S_BETRIEB1	S_BETRIEB2	S_BETRIEB3	S_BETRIEB4	S_GEFAHRNR	S_VORSILBE_E	S_NAME_E	S_SPEZIFIKATION_E	S_VORSILBE_FR	S_NAME_FR	S_SPEZIFIKATION_FR	S_BEMERKUNG	N_MULTIPLIKATOR	N_ERGAENZ_TECH	S_VERTRAEGL_GR	N_VERBOT	N_UNNR	N_SICHERUNG	S_MENGE_SICHERUNG_TANK	S_MENGE_SICHERUNG_LS	S_MENGE_SICHERUNG_VP	S_KENNZ_N
3272	2		ESTER, N.A.G.		3	F1	III	3				274	601										5 L	E1	P001	IBC03	LP01	R001											MP19		T4				TP1	TP29			LGBF										FL	3	D/E	V12													S2				30		ESTERS, N.O.S.			ESTERS, N.S.A.			1	1		1	3272	0				
3273	1		NITRILE, ENTZÜNDBAR, GIFTIG, N.A.G.		3	FT1	I	3	6.1			274											0	E0	P001														MP7	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE21						FL	1	C/E									CV13	CV28				S2	S22			336		NITRILES, FLAMMABLE, TOXIC, N.O.S.			NITRILES INFLAMMABLES, TOXIQUES, N.S.A.			50	1		1	3273	1	3000	a)	b)	
3273	2		NITRILE, ENTZÜNDBAR, GIFTIG, N.A.G.		3	FT1	II	3	6.1			274											1 L	E2	P001	IBC02													MP19		T11				TP2	TP27			L4BH		TU15								FL	2	D/E									CV13	CV28				S2	S22			336		NITRILES, FLAMMABLE, TOXIC, N.O.S.			NITRILES INFLAMMABLES, TOXIQUES, N.S.A.			3	1		1	3273	1	3000	a)	b)	
3274	1		ALKOHOLATE, LÖSUNG in Alkohol, N.A.G.		3	FC	II	3	8			274											1 L	E2	P001	IBC02													MP19										L4BH										FL	2	D/E														S2	S20			338		ALCOHOLATES SOLUTION, N.O.S.	in alcohol		ALCOOLATES EN SOLUTION dans l'alcool, N.S.A.			3	1		1	3274	1	3000	a)	b)	
3275	1		NITRILE, GIFTIG, ENTZÜNDBAR, N.A.G.		6.1	TF1	I	6.1	3			274	315										0	E5	P001														MP8	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE19	TE21					FL	1	C/D									CV1	CV13	CV28			S2	S9	S14		663		NITRILES, TOXIC, FLAMMABLE, N.O.S.			NITRILES TOXIQUES, INFLAMMABLES, N.S.A.			50	1		1	3275	1	0	a)	0	
3275	2		NITRILE, GIFTIG, ENTZÜNDBAR, N.A.G.		6.1	TF1	II	6.1	3			274											100 ml	E4	P001	IBC02													MP15		T11				TP2	TP27			L4BH		TU15	TE19							FL	2	D/E									CV13	CV28				S2	S9	S19		63		NITRILES, TOXIC, FLAMMABLE, N.O.S.			NITRILES TOXIQUES, INFLAMMABLES, N.S.A.			3	1		1	3275	0				
3276	1		NITRILE, FLÜSSIG, GIFTIG, N.A.G.		6.1	T1	I	6.1				274	315										0	E5	P001														MP8	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE19	TE21					AT	1	C/E									CV1	CV13	CV28			S9	S14			66		NITRILES, LIQUID, TOXIC, N.O.S.			NITRILES LIQUIDES TOXIQUES, N.S.A.			50	1		1	3276	1	0	a)	0	
3276	2		NITRILE, FLÜSSIG, GIFTIG, N.A.G.		6.1	T1	II	6.1				274											100 ml	E4	P001	IBC02													MP15		T11				TP2	TP27			L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			60		NITRILES, LIQUID, TOXIC, N.O.S.			NITRILES LIQUIDES TOXIQUES, N.S.A.			3	1		1	3276	0				
3276	3		NITRILE, FLÜSSIG, GIFTIG, N.A.G.		6.1	T1	III	6.1				274											5 L	E1	P001	IBC03	LP01	R001											MP19		T7				TP1	TP28			L4BH		TU15	TE19							AT	2	E	V12								CV13	CV28				S9				60		NITRILES, LIQUID, TOXIC, N.O.S.			NITRILES LIQUIDES TOXIQUES, N.S.A.			3	1		1	3276	0				
3277	1		CHLORFORMIATE, GIFTIG, ÄTZEND, N.A.G.		6.1	TC1	II	6.1	8			274	561										100 ml	E4	P001	IBC02													MP15		T8				TP2	TP28			L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			68		CHLOROFORMATES, TOXIC, CORROSIVE, N.O.S.			CHLOROFORMIATES TOXIQUES, CORROSIFS, N.S.A.			3	1		1	3277	0				
3278	1		ORGANISCHE PHOSPHORVERBINDUNG, FLÜSSIG, GIFTIG, N.A.G.		6.1	T1	I	6.1				43	274	315									0	E5	P001														MP8	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE19	TE21					AT	1	C/E									CV1	CV13	CV28			S9	S14			66		ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.			COMPOSÉ ORGANOPHOSPHORÉ LIQUIDE TOXIQUE, N.S.A.			50	1		1	3278	1	0	a)	0	
3278	2		ORGANISCHE PHOSPHORVERBINDUNG, FLÜSSIG, GIFTIG, N.A.G.		6.1	T1	II	6.1				43	274										100 ml	E4	P001	IBC02													MP15		T11				TP2	TP27			L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			60		ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.			COMPOSÉ ORGANOPHOSPHORÉ LIQUIDE TOXIQUE, N.S.A.			3	1		1	3278	0				
3278	3		ORGANISCHE PHOSPHORVERBINDUNG, FLÜSSIG, GIFTIG, N.A.G.		6.1	T1	III	6.1				43	274										5 L	E1	P001	IBC03	LP01	R001											MP19		T7				TP1	TP28			L4BH		TU15	TE19							AT	2	E	V12								CV13	CV28				S9				60		ORGANOPHOSPHORUS COMPOUND, LIQUID, TOXIC, N.O.S.			COMPOSÉ ORGANOPHOSPHORÉ LIQUIDE TOXIQUE, N.S.A.			3	1		1	3278	0				
3279	1		ORGANISCHE PHOSPHORVERBINDUNG, GIFTIG, ENTZÜNDBAR, N.A.G.		6.1	TF1	I	6.1	3			43	274	315									0	E5	P001														MP8	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE19	TE21					FL	1	C/D									CV1	CV13	CV28			S2	S9	S14		663		ORGANOPHOSPHORUS COMPOUND, TOXIC, FLAMMABLE, N.O.S.			COMPOSÉ ORGANOPHOSPHORÉ TOXIQUE, INFLAMMABLE, N.S.A.			50	1		1	3279	1	0	a)	0	
3279	2		ORGANISCHE PHOSPHORVERBINDUNG, GIFTIG, ENTZÜNDBAR, N.A.G.		6.1	TF1	II	6.1	3			43	274										100 ml	E4	P001														MP15		T11				TP2	TP27			L4BH		TU15	TE19							FL	2	D/E									CV13	CV28				S2	S9	S19		63		ORGANOPHOSPHORUS COMPOUND, TOXIC, FLAMMABLE, N.O.S.			COMPOSÉ ORGANOPHOSPHORÉ TOXIQUE, INFLAMMABLE, N.S.A.			3	1		1	3279	0				
3280	1		ORGANISCHE ARSENVERBINDUNG, FLÜSSIG, N.A.G.		6.1	T3	I	6.1				274	315										0	E5	P001														MP8	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE19	TE21					AT	1	C/E									CV1	CV13	CV28			S9	S14			66		ORGANOARSENIC COMPOUND, LIQUID, N.O.S.			COMPOSÉ ORGANIQUE DE L'ARSENIC, LIQUIDE, N.S.A.			50	1		1	3280	1	0	a)	0	+
3280	2		ORGANISCHE ARSENVERBINDUNG, FLÜSSIG, N.A.G.		6.1	T3	II	6.1				274											100 ml	E4	P001	IBC02													MP15		T11				TP2	TP27			L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			60		ORGANOARSENIC COMPOUND, LIQUID, N.O.S.			COMPOSÉ ORGANIQUE DE L'ARSENIC, LIQUIDE, N.S.A.			3	1		1	3280	0				+
3280	3		ORGANISCHE ARSENVERBINDUNG, FLÜSSIG, N.A.G.		6.1	T3	III	6.1				274											5 L	E1	P001	IBC03	LP01	R001											MP19		T7				TP1	TP28			L4BH		TU15	TE19							AT	2	E	V12								CV13	CV28				S9				60		ORGANOARSENIC COMPOUND, LIQUID, N.O.S.			COMPOSÉ ORGANIQUE DE L'ARSENIC, LIQUIDE, N.S.A.			3	1		1	3280	0				+
3281	1		METALLCARBONYLE, FLÜSSIG, N.A.G.		6.1	T3	I	6.1				274	315	562									0	E5	P601														MP8	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE19	TE21					AT	1	C/E									CV1	CV13	CV28			S9	S14			66		METAL CARBONYLS, LIQUID, N.O.S.			MÉTAUX-CARBONYLES LIQUIDES, N.S.A.			50	1		1	3281	1	0	a)	0	
3281	2		METALLCARBONYLE, FLÜSSIG, N.A.G.		6.1	T3	II	6.1				274	562										100 ml	E4	P001	IBC02													MP15		T11				TP2	TP27			L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			60		METAL CARBONYLS, LIQUID, N.O.S.			MÉTAUX-CARBONYLES LIQUIDES, N.S.A.			3	1		1	3281	0				
3281	3		METALLCARBONYLE, FLÜSSIG, N.A.G.		6.1	T3	III	6.1				274	562										5 L	E1	P001	IBC03	LP01	R001											MP19		T7				TP1	TP28			L4BH		TU15	TE19							AT	2	E	V12								CV13	CV28				S9				60		METAL CARBONYLS, LIQUID, N.O.S.			MÉTAUX-CARBONYLES LIQUIDES, N.S.A.			3	1		1	3281	0				
3282	1		METALLORGANISCHE VERBINDUNG, FLÜSSIG, GIFTIG, N.A.G.		6.1	T3	I	6.1				274	562										0	E5	P001														MP8	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE19	TE21					AT	1	C/E									CV1	CV13	CV28			S9	S14			66		ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.			COMPOSÉ ORGANOMÉTALLIQUE LIQUIDE TOXIQUE, N.S.A.			50	1		1	3282	1	0	a)	0	
3282	2		METALLORGANISCHE VERBINDUNG, FLÜSSIG, GIFTIG, N.A.G.		6.1	T3	II	6.1				274	562										100 ml	E4	P001	IBC02													MP15		T11				TP2	TP27			L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			60		ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.			COMPOSÉ ORGANOMÉTALLIQUE LIQUIDE TOXIQUE, N.S.A.			3	1		1	3282	0				
3282	3		METALLORGANISCHE VERBINDUNG, FLÜSSIG, GIFTIG, N.A.G.		6.1	T3	III	6.1				274	562										5 L	E1	P001	IBC03	LP01	R001											MP19		T7				TP1	TP28			L4BH		TU15	TE19							AT	2	E	V12								CV13	CV28				S9				60		ORGANOMETALLIC COMPOUND, LIQUID, TOXIC, N.O.S.			COMPOSÉ ORGANOMÉTALLIQUE LIQUIDE TOXIQUE, N.S.A.			3	1		1	3282	0				
3283	1		SELENVERBINDUNG, FEST, N.A.G.		6.1	T5	I	6.1				274	563										0	E5	P002	IBC07													MP18		T6				TP33				S10AH	L10CH	TU14	TU15	TE19	TE21					AT	1	C/E	V10								CV1	CV13	CV28			S9	S14			66		SELENIUM COMPOUND, SOLID, N.O.S.			COMPOSÉ DU SÉLÉNIUM, SOLIDE, N.S.A.			50	1		1	3283	1	0	a)	0	+
3283	2		SELENVERBINDUNG, FEST, N.A.G.		6.1	T5	II	6.1				274	563										500 g	E4	P002	IBC08								B4					MP10		T3				TP33				SGAH	L4BH	TU15	TE19							AT	2	D/E	V11								CV13	CV28				S9	S19			60		SELENIUM COMPOUND, SOLID, N.O.S.			COMPOSÉ DU SÉLÉNIUM, SOLIDE, N.S.A.			3	1		1	3283	0				+
3283	3		SELENVERBINDUNG, FEST, N.A.G.		6.1	T5	III	6.1				274	563										5 kg	E1	P002	IBC08	LP02	R001						B3					MP10		T1				TP33				SGAH	L4BH	TU15	TE19							AT	2	E				VC1	VC2	AP7			CV13	CV28				S9				60		SELENIUM COMPOUND, SOLID, N.O.S.			COMPOSÉ DU SÉLÉNIUM, SOLIDE, N.S.A.			3	1		1	3283	0				+
3284	1		TELLURVERBINDUNG, N.A.G.		6.1	T5	I	6.1				274											0	E5	P002	IBC07													MP18		T6				TP33				S10AH	L10CH	TU14	TU15	TE19	TE21					AT	1	C/E	V10								CV1	CV13	CV28			S9	S14			66		TELLURIUM COMPOUND, N.O.S.			COMPOSÉ DU TELLURE, N.S.A.			50	1		1	3284	1	0	a)	0	
3284	2		TELLURVERBINDUNG, N.A.G.		6.1	T5	II	6.1				274											500 g	E4	P002	IBC08								B4					MP10		T3				TP33				SGAH	L4BH	TU15	TE19							AT	2	D/E	V11								CV13	CV28				S9	S19			60		TELLURIUM COMPOUND, N.O.S.			COMPOSÉ DU TELLURE, N.S.A.			3	1		1	3284	0				
3284	3		TELLURVERBINDUNG, N.A.G.		6.1	T5	III	6.1				274											5 kg	E1	P002	IBC08	LP02	R001						B3					MP10		T1				TP33				SGAH	L4BH	TU15	TE19							AT	2	E				VC1	VC2	AP7			CV13	CV28				S9				60		TELLURIUM COMPOUND, N.O.S.			COMPOSÉ DU TELLURE, N.S.A.			3	1		1	3284	0				
3285	1		VANADIUMVERBINDUNG, N.A.G.		6.1	T5	I	6.1				274	564										0	E5	P002	IBC07													MP18		T6				TP33				S10AH	L10CH	TU14	TU15	TE19	TE21					AT	1	C/E	V10								CV1	CV13	CV28			S9	S14			66		VANADIUM COMPOUND, N.O.S.			COMPOSÉ DU VANADIUM, N.S.A.			50	1		1	3285	1	0	a)	0	
3285	2		VANADIUMVERBINDUNG, N.A.G.		6.1	T5	II	6.1				274	564										500 g	E4	P002	IBC08								B4					MP10		T3				TP33				SGAH	L4BH	TU15	TE19							AT	2	D/E	V11								CV13	CV28				S9	S19			60		VANADIUM COMPOUND, N.O.S.			COMPOSÉ DU VANADIUM, N.S.A.			3	1		1	3285	0				
3285	3		VANADIUMVERBINDUNG, N.A.G.		6.1	T5	III	6.1				274	564										5 kg	E1	P002	IBC08	LP02	R001						B3					MP10		T1				TP33				SGAH	L4BH	TU15	TE19							AT	2	E				VC1	VC2	AP7			CV13	CV28				S9				60		VANADIUM COMPOUND, N.O.S.			COMPOSÉ DU VANADIUM, N.S.A.			3	1		1	3285	0				
3286	1		ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, ÄTZEND, N.A.G.		3	FTC	I	3	6.1	8		274											0	E0	P001														MP7	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE21						FL	1	C/E									CV13	CV28				S2	S22			368		FLAMMABLE LIQUID, TOXIC, CORROSIVE, N.O.S.			LIQUIDE INFLAMMABLE, TOXIQUE, CORROSIF, N.S.A.			50	1		1	3286	1	3000	a)	b)	
3286	2		ENTZÜNDBARER FLÜSSIGER STOFF, GIFTIG, ÄTZEND, N.A.G.		3	FTC	II	3	6.1	8		274											1 L	E2	P001	IBC02													MP19		T11				TP2	TP27			L4BH		TU15								FL	2	D/E									CV13	CV28				S2	S22			368		FLAMMABLE LIQUID, TOXIC, CORROSIVE, N.O.S.			LIQUIDE INFLAMMABLE, TOXIQUE, CORROSIF, N.S.A.			3	1		1	3286	1	3000	a)	b)	
3287	1		GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, N.A.G.		6.1	T4	I	6.1				274	315										0	E5	P001														MP8	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE19	TE21					AT	1	C/E									CV1	CV13	CV28			S9	S14			66		TOXIC LIQUID, INORGANIC, N.O.S.			LIQUIDE INORGANIQUE TOXIQUE, N.S.A.			50	1		1	3287	1	0	a)	0	
3287	2		GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, N.A.G.		6.1	T4	II	6.1				274											100 ml	E4	P001	IBC02													MP15		T11				TP2	TP27			L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			60		TOXIC LIQUID, INORGANIC, N.O.S.			LIQUIDE INORGANIQUE TOXIQUE, N.S.A.			3	1		1	3287	0				
3287	3		GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, N.A.G.		6.1	T4	III	6.1				274											5 L	E1	P001	IBC03	LP01	R001											MP19		T7				TP1	TP28			L4BH		TU15	TE19							AT	2	E	V12								CV13	CV28				S9				60		TOXIC LIQUID, INORGANIC, N.O.S.			LIQUIDE INORGANIQUE TOXIQUE, N.S.A.			3	1		1	3287	0				
3288	1		GIFTIGER ANORGANISCHER FESTER STOFF, N.A.G.		6.1	T5	I	6.1				274											0	E5	P002	IBC07													MP18		T6				TP33				S10AH	L10CH	TU14	TU15	TE19	TE21					AT	1	C/E	V10								CV1	CV13	CV28			S9	S14			66		TOXIC SOLID, INORGANIC, N.O.S.			SOLIDE INORGANIQUE TOXIQUE, N.S.A.			50	1		1	3288	1	0	a)	0	
3288	2		GIFTIGER ANORGANISCHER FESTER STOFF, N.A.G.		6.1	T5	II	6.1				274											500 g	E4	P002	IBC08								B4					MP10		T3				TP33				SGAH	L4BH	TU15	TE19							AT	2	D/E	V11								CV13	CV28				S9	S19			60		TOXIC SOLID, INORGANIC, N.O.S.			SOLIDE INORGANIQUE TOXIQUE, N.S.A.			3	1		1	3288	0				
3288	3		GIFTIGER ANORGANISCHER FESTER STOFF, N.A.G.		6.1	T5	III	6.1				274											5 kg	E1	P002	IBC08	LP02	R001						B3					MP10		T1				TP33				SGAH	L4BH	TU15	TE19							AT	2	E				VC1	VC2	AP7			CV13	CV28				S9				60		TOXIC SOLID, INORGANIC, N.O.S.			SOLIDE INORGANIQUE TOXIQUE, N.S.A.			3	1		1	3288	0				
3289	1		GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G.		6.1	TC3	I	6.1	8			274	315										0	E5	P001														MP8	MP17	T14				TP2	TP27			L10CH		TU14	TU15	TE19	TE21					AT	1	C/E									CV1	CV13	CV28			S9	S14			668		TOXIC LIQUID, CORROSIVE, INORGANIC, N.O.S.			LIQUIDE INORGANIQUE TOXIQUE, CORROSIF, N.S.A.			50	1		1	3289	1	0	a)	0	
3289	2		GIFTIGER ANORGANISCHER FLÜSSIGER STOFF, ÄTZEND, N.A.G.		6.1	TC3	II	6.1	8			274											100 ml	E4	P001	IBC02													MP15		T11				TP2	TP27			L4BH		TU15	TE19							AT	2	D/E									CV13	CV28				S9	S19			68		TOXIC LIQUID, CORROSIVE, INORGANIC, N.O.S.			LIQUIDE INORGANIQUE TOXIQUE, CORROSIF, N.S.A.			3	1		1	3289	0				
3290	1		GIFTIGER ANORGANISCHER FESTER STOFF, ÄTZEND, N.A.G.		6.1	TC4	I	6.1	8			274											0	E5	P002	IBC05													MP18		T6				TP33				S10AH	L10CH	TU15	TE19							AT	1	C/E	V10								CV1	CV13	CV28			S9	S14			668		TOXIC SOLID, CORROSIVE, INORGANIC, N.O.S.			SOLIDE INORGANIQUE TOXIQUE, CORROSIF, N.S.A.			50	1		1	3290	1	0	a)	0	
3290	2		GIFTIGER ANORGANISCHER FESTER STOFF, ÄTZEND, N.A.G.		6.1	TC4	II	6.1	8			274											500 g	E4	P002	IBC06													MP10		T3				TP33				SGAH	L4BH	TU15	TE19							AT	2	D/E	V11								CV13	CV28				S9	S19			68		TOXIC SOLID, CORROSIVE, INORGANIC, N.O.S.			SOLIDE INORGANIQUE TOXIQUE, CORROSIF, N.S.A.			3	1		1	3290	0				
3291	1		KLINISCHER ABFALL, UNSPEZIFIZIERT, N.A.G.		6.2	I3		6.2				565											0	E0	P621	IBC620	LP621												MP6		BK2								S4AH	L4BH	TU15	TE19							AT	2	-	V1			VC3					CV13	CV25	CV28			S3				606		CLINICAL WASTE, UNSPECIFIED, N.O.S.			DÉCHET D'HÔPITAL NON SPÉCIFIÉ, N.S.A.			3	0		1	3291	0				
3291	2	(	BIO)MEDIZINISCHER ABFALL, N.A.G.		6.2	I3		6.2				565											0	E0	P621	IBC620	LP621												MP6		BK2								S4AH	L4BH	TU15	TE19							AT	2	-	V1			VC3					CV13	CV25	CV28			S3				606	(	BIO) MEDICAL WASTE, N.O.S.			DÉCHET (BIO)MÉDICAL, N.S.A.			3	0		1	3291	0				
3291	3		UNTER DIE VORSCHRIFTEN FALLENDER MEDIZINISCHER ABFALL, N.A.G.		6.2	I3		6.2				565											0	E0	P621	IBC620	LP621												MP6		BK2								S4AH	L4BH	TU15	TE19							AT	2	-	V1			VC3					CV13	CV25	CV28			S3				606		REGULATED MEDICAL WASTE, N.O.S.			DÉCHET MÉDICAL RÉGLEMENTÉ, N.S.A.			3	0		1	3291	0				
3291	4		KLINISCHER ABFALL, UNSPEZIFIZIERT, N.A.G.	in tiefgekühlt verflüssigtem Stickstoff	6.2	I3		6.2	2.2			565											0	E0	P621	IBC620	LP621												MP6																					2	-	V1								CV13	CV25	CV28			S3						CLINICAL WASTE, UNSPECIFIED, N.O.S.	in refrigerated liquid nitrogen		DÉCHET D'HÔPITAL NON SPÉCIFIÉ, N.S.A.	dans de l'azote liquide réfrigéré		3	0		1	3291	0				
3291	5	(	BIO)MEDIZINISCHER ABFALL, N.A.G.	in tiefgekühlt verflüssigtem Stickstoff	6.2	I3		6.2	2.2			565											0	E0	P621	IBC620	LP621												MP6																					2	-	V1								CV13	CV25	CV28			S3					(	BIO) MEDICAL WASTE, N.O.S.	in refrigerated liquid nitrogen		DÉCHET (BIO)MÉDICAL, N.S.A.	dans de l'azote liquide réfrigéré		3	0		1	3291	0				
3291	6		UNTER DIE VORSCHRIFTEN FALLENDER MEDIZINISCHER ABFALL, N.A.G.	in tiefgekühlt verflüssigtem Stickstoff	6.2	I3		6.2	2.2			565											0	E0	P621	IBC620	LP621												MP6																					2	-	V1								CV13	CV25	CV28			S3						REGULATED MEDICAL WASTE, N.O.S.	in refrigerated liquid nitrogen		DÉCHET MÉDICAL RÉGLEMENTÉ, N.S.A.	dans de l'azote liquide réfrigéré		3	0		1	3291	0				
3292	1		BATTERIEN, DIE METALLISCHES NATRIUM ODER NATRIUMLEGIERUNGEN ENTHALTEN		4.3	W3		4.3				239	295	401									0	E0	P408																																			2	E	V1								CV23											BATTERIES, CONTAINING METALLIC SODIUM OR SODIUM ALLOY			ACCUMULATEURS AU SODIUM MÉTALLIQUE OU ALLIAGE DE SODIUM			3	0		1	3292	0				
3292	2		ZELLEN, DIE METALLISCHES NATRIUM ODER NATRIUMLEGIERUNGEN ENTHALTEN		4.3	W3		4.3				239	295	401									0	E0	P408																																			2	E	V1								CV23											CELLS, CONTAINING METALLIC SODIUM OR SODIUM ALLOY			ÉLÉMENTS D'ACCUMULATEUR AU SODIUM MÉTALLIQUE OU ALLIAGE DE SODIUM			3	0		1	3292	0				
3293	1		HYDRAZIN, WÄSSERIGE LÖSUNG	mit höchstens 37 Masse-% Hydrazin	6.1	T4	III	6.1				566											5 L	E1	P001	IBC03	LP01	R001											MP19		T4				TP1				L4BH		TU15	TE19							AT	2	E	V12								CV13	CV28				S9				60		HYDRAZINE, AQUEOUS SOLUTION	with not more than 37 % hydrazine, by mass		HYDRAZINE EN SOLUTION AQUEUSE	avec au plus 37 % (masse) d'hydrazine		3	0		1	3293	0				E
3294	1		CYANWASSERSTOFF, LÖSUNG IN ALKOHOL	mit höchstens 45 % Cyanwasserstoff	6.1	TF1	I	6.1	3			610											0	E0	P601														MP8	MP17	T14				TP2				L15DH(+)		TU14	TU15	TE19	TE21					FL	0	C/D									CV1	CV13	CV28			S2	S9	S14		663		HYDROGEN CYANIDE, SOLUTION IN ALCOHOL	with not more than 45 % hydrogen cyanide		CYANURE D'HYDROGÈNE EN SOLUTION ALCOOLIQUE	contenant au plus 45 % de cyanure d'hydrogène			0		1	3294	1	0	a)	0	+
3295	1		KOHLENWASSERSTOFFE, FLÜSSIG, N.A.G.		3	F1	I	3															500 ml	E3	P001														MP7	MP17	T11				TP1	TP8	TP28		L4BN										FL	1	D/E														S2	S20			33		HYDROCARBONS, LIQUID, N.O.S.			HYDROCARBURES LIQUIDES, N.S.A.			50	0		1	3295	1	3000	a)	b)	
3295	2		KOHLENWASSERSTOFFE, FLÜSSIG, N.A.G.	(Dampfdruck bei 50 °C größer als 110 kPa)	3	F1	II	3				640C											1 L	E2	P001														MP19		T7				TP1	TP8	TP28		L1,5BN										FL	2	D/E														S2	S20			33		HYDROCARBONS, LIQUID, N.O.S.	(vapour pressure at 50 °C more than 110 kPa)		HYDROCARBURES LIQUIDES, N.S.A.	(pression de vapeur à 50 °C supérieure à 110 kPa)		3	0		1	3295	1	3000	a)	b)	
3295	3		KOHLENWASSERSTOFFE, FLÜSSIG, N.A.G.	(Dampfdruck bei 50 °C höchstens 110 kPa)	3	F1	II	3				640D											1 L	E2	P001	IBC02	R001												MP19		T7				TP1	TP8	TP28		LGBF										FL	2	D/E														S2	S20			33		HYDROCARBONS, LIQUID, N.O.S.	(vapour pressure at 50 °C not more than 110 kPa)		HYDROCARBURES LIQUIDES, N.S.A.	(pression de vapeur à 50 °C inférieure ou égale à 110 kPa)		3	0		1	3295	1	3000	a)	b)	
3295	4		KOHLENWASSERSTOFFE, FLÜSSIG, N.A.G.		3	F1	III	3															5 L	E1	P001	IBC03	LP01	R001											MP19		T4				TP1	TP29			LGBF										FL	3	D/E	V12													S2				30		HYDROCARBONS, LIQUID, N.O.S.			HYDROCARBURES LIQUIDES, N.S.A.			1	0		1	3295	0				
3296	1		HEPTAFLUORPROPAN		2	2A		2.2				662											120 ml	E1	P200														MP9		T50	(M)							PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		HEPTAFLUOROPROPANE			HEPTAFLUOROPROPANE			1	0		1	3296	0				
3296	2		GAS ALS KÄLTEMITTEL R 227		2	2A		2.2				662											120 ml	E1	P200														MP9		T50	(M)							PxBN(M)		TA4	TT9							AT	3	C/E									CV9	CV10	CV36							20		REFRIGERANT GAS R 227			GAZ RÉFRIGÉRANT R 227			1	0		1	3296	0				
